Date,"Close Price"
"2018-06-07 00:00:00",7728.02
"2018-06-07 01:00:00",7716.99
"2018-06-07 02:00:00",7711.21
"2018-06-07 03:00:00",7711.37
"2018-06-07 04:00:00",7710.4
"2018-06-07 05:00:00",7708.25
"2018-06-07 06:00:00",7704.66
"2018-06-07 07:00:00",7702.76
"2018-06-07 08:00:00",7692.04
"2018-06-07 09:00:00",7702.1
"2018-06-07 10:00:00",7690.67
"2018-06-07 11:00:00",7689.72
"2018-06-07 12:00:00",7700.66
"2018-06-07 13:00:00",7697.68
"2018-06-07 14:00:00",7687.62
"2018-06-07 15:00:00",7688.77
"2018-06-07 16:00:00",7711.45
"2018-06-07 17:00:00",7692.05
"2018-06-07 18:00:00",7690.74
"2018-06-07 19:00:00",7693.31
"2018-06-07 20:00:00",7659.67
"2018-06-07 21:00:00",7660.13
"2018-06-07 22:00:00",7656.47
"2018-06-07 23:00:00",7687.54
"2018-06-08 00:00:00",7689.7
"2018-06-08 01:00:00",7675.28
"2018-06-08 02:00:00",7657.56
"2018-06-08 03:00:00",7643.09
"2018-06-08 04:00:00",7637.11
"2018-06-08 05:00:00",7633.87
"2018-06-08 06:00:00",7647.68
"2018-06-08 07:00:00",7631.19
"2018-06-08 08:00:00",7632.26
"2018-06-08 09:00:00",7628.7
"2018-06-08 10:00:00",7563.12
"2018-06-08 11:00:00",7562.11
"2018-06-08 12:00:00",7556.74
"2018-06-08 13:00:00",7583.04
"2018-06-08 14:00:00",7588.41
"2018-06-08 15:00:00",7639.5
"2018-06-08 16:00:00",7651.41
"2018-06-08 17:00:00",7651.87
"2018-06-08 18:00:00",7643.71
"2018-06-08 19:00:00",7637.84
"2018-06-08 20:00:00",7646.1
"2018-06-08 21:00:00",7652.35
"2018-06-08 22:00:00",7641.68
"2018-06-08 23:00:00",7616.11
"2018-06-09 00:00:00",7630.26
"2018-06-09 01:00:00",7653.57
"2018-06-09 02:00:00",7671.28
"2018-06-09 03:00:00",7662.46
"2018-06-09 04:00:00",7658.03
"2018-06-09 05:00:00",7660.06
"2018-06-09 06:00:00",7664.14
"2018-06-09 07:00:00",7651.23
"2018-06-09 08:00:00",7627.27
"2018-06-09 09:00:00",7639.37
"2018-06-09 10:00:00",7652.19
"2018-06-09 11:00:00",7640.93
"2018-06-09 12:00:00",7605.29
"2018-06-09 13:00:00",7594.55
"2018-06-09 14:00:00",7595.21
"2018-06-09 15:00:00",7616.84
"2018-06-09 16:00:00",7585.99
"2018-06-09 17:00:00",7597.26
"2018-06-09 18:00:00",7611
"2018-06-09 19:00:00",7614.06
"2018-06-09 20:00:00",7631.76
"2018-06-09 21:00:00",7616.34
"2018-06-09 22:00:00",7596.62
"2018-06-09 23:00:00",7495.38
"2018-06-10 00:00:00",7273.67
"2018-06-10 01:00:00",7329.13
"2018-06-10 02:00:00",7322.44
"2018-06-10 03:00:00",7279.12
"2018-06-10 04:00:00",7288.73
"2018-06-10 05:00:00",7305.43
"2018-06-10 06:00:00",7313.52
"2018-06-10 07:00:00",7195.49
"2018-06-10 08:00:00",7216.55
"2018-06-10 09:00:00",7238.31
"2018-06-10 10:00:00",7242.93
"2018-06-10 11:00:00",7233.92
"2018-06-10 12:00:00",7231.02
"2018-06-10 13:00:00",7271
"2018-06-10 14:00:00",7238.37
"2018-06-10 15:00:00",7232.49
"2018-06-10 16:00:00",7211.8
"2018-06-10 17:00:00",6764.5
"2018-06-10 18:00:00",6745.64
"2018-06-10 19:00:00",6842.75
"2018-06-10 20:00:00",6719.04
"2018-06-10 21:00:00",6744.53
"2018-06-10 22:00:00",6691.36
"2018-06-10 23:00:00",6760.05
"2018-06-11 00:00:00",6722.57
"2018-06-11 01:00:00",6742.64
"2018-06-11 02:00:00",6779.64
"2018-06-11 03:00:00",6772.79
"2018-06-11 04:00:00",6785.02
"2018-06-11 05:00:00",6736.24
"2018-06-11 06:00:00",6751.9
"2018-06-11 07:00:00",6666.94
"2018-06-11 08:00:00",6789.83
"2018-06-11 09:00:00",6772.3
"2018-06-11 10:00:00",6769.07
"2018-06-11 11:00:00",6786.95
"2018-06-11 12:00:00",6760.83
"2018-06-11 13:00:00",6749.82
"2018-06-11 14:00:00",6715.48
"2018-06-11 15:00:00",6704.44
"2018-06-11 16:00:00",6735.87
"2018-06-11 17:00:00",6719.96
"2018-06-11 18:00:00",6754.55
"2018-06-11 19:00:00",6768.33
"2018-06-11 20:00:00",6762.29
"2018-06-11 21:00:00",6771.99
"2018-06-11 22:00:00",6786.13
"2018-06-11 23:00:00",6876.6
"2018-06-12 00:00:00",6846.43
"2018-06-12 01:00:00",6857.84
"2018-06-12 02:00:00",6860.37
"2018-06-12 03:00:00",6820.42
"2018-06-12 04:00:00",6831.51
"2018-06-12 05:00:00",6844.14
"2018-06-12 06:00:00",6836.53
"2018-06-12 07:00:00",6827
"2018-06-12 08:00:00",6849.3
"2018-06-12 09:00:00",6845.43
"2018-06-12 10:00:00",6840.66
"2018-06-12 11:00:00",6835.17
"2018-06-12 12:00:00",6726.83
"2018-06-12 13:00:00",6738.36
"2018-06-12 14:00:00",6757.12
"2018-06-12 15:00:00",6760.09
"2018-06-12 16:00:00",6736.37
"2018-06-12 17:00:00",6731.22
"2018-06-12 18:00:00",6678.19
"2018-06-12 19:00:00",6513.27
"2018-06-12 20:00:00",6529.37
"2018-06-12 21:00:00",6547.88
"2018-06-12 22:00:00",6533.87
"2018-06-12 23:00:00",6550.69
"2018-06-13 00:00:00",6553.03
"2018-06-13 01:00:00",6549.87
"2018-06-13 02:00:00",6560.62
"2018-06-13 03:00:00",6554.12
"2018-06-13 04:00:00",6574.2
"2018-06-13 05:00:00",6571.24
"2018-06-13 06:00:00",6573.66
"2018-06-13 07:00:00",6549.33
"2018-06-13 08:00:00",6527.36
"2018-06-13 09:00:00",6408.6
"2018-06-13 10:00:00",6439.7
"2018-06-13 11:00:00",6452.12
"2018-06-13 12:00:00",6458.59
"2018-06-13 13:00:00",6447.13
"2018-06-13 14:00:00",6432.96
"2018-06-13 15:00:00",6377.48
"2018-06-13 16:00:00",6282.91
"2018-06-13 17:00:00",6306.61
"2018-06-13 18:00:00",6325.07
"2018-06-13 19:00:00",6285.89
"2018-06-13 20:00:00",6252.21
"2018-06-13 21:00:00",6276.12
"2018-06-13 22:00:00",6318.5
"2018-06-13 23:00:00",6299.03
"2018-06-14 00:00:00",6283.38
"2018-06-14 01:00:00",6308.77
"2018-06-14 02:00:00",6474.94
"2018-06-14 03:00:00",6493.36
"2018-06-14 04:00:00",6474.36
"2018-06-14 05:00:00",6471.64
"2018-06-14 06:00:00",6476.11
"2018-06-14 07:00:00",6476.55
"2018-06-14 08:00:00",6489.22
"2018-06-14 09:00:00",6494.4
"2018-06-14 10:00:00",6488.75
"2018-06-14 11:00:00",6527.33
"2018-06-14 12:00:00",6484.7
"2018-06-14 13:00:00",6369.53
"2018-06-14 14:00:00",6417.22
"2018-06-14 15:00:00",6337.06
"2018-06-14 16:00:00",6518.68
"2018-06-14 17:00:00",6615.32
"2018-06-14 18:00:00",6643.96
"2018-06-14 19:00:00",6642.96
"2018-06-14 20:00:00",6659.47
"2018-06-14 21:00:00",6649.67
"2018-06-14 22:00:00",6620.67
"2018-06-14 23:00:00",6635.26
"2018-06-15 00:00:00",6619.35
"2018-06-15 01:00:00",6591.89
"2018-06-15 02:00:00",6591.51
"2018-06-15 03:00:00",6600.59
"2018-06-15 04:00:00",6562.64
"2018-06-15 05:00:00",6580.24
"2018-06-15 06:00:00",6583.24
"2018-06-15 07:00:00",6577.17
"2018-06-15 08:00:00",6593.06
"2018-06-15 09:00:00",6592.24
"2018-06-15 10:00:00",6587.14
"2018-06-15 11:00:00",6525.06
"2018-06-15 12:00:00",6503.26
"2018-06-15 13:00:00",6503.43
"2018-06-15 14:00:00",6539.21
"2018-06-15 15:00:00",6545.54
"2018-06-15 16:00:00",6563.21
"2018-06-15 17:00:00",6541.67
"2018-06-15 18:00:00",6552.16
"2018-06-15 19:00:00",6549.9
"2018-06-15 20:00:00",6498.36
"2018-06-15 21:00:00",6479.53
"2018-06-15 22:00:00",6418.5
"2018-06-15 23:00:00",6407.98
"2018-06-16 00:00:00",6403.79
"2018-06-16 01:00:00",6449.08
"2018-06-16 02:00:00",6448.55
"2018-06-16 03:00:00",6416.45
"2018-06-16 04:00:00",6429.65
"2018-06-16 05:00:00",6457.2
"2018-06-16 06:00:00",6462.62
"2018-06-16 07:00:00",6463.3
"2018-06-16 08:00:00",6455.03
"2018-06-16 09:00:00",6462.91
"2018-06-16 10:00:00",6466.64
"2018-06-16 11:00:00",6453.36
"2018-06-16 12:00:00",6440.68
"2018-06-16 13:00:00",6410.46
"2018-06-16 14:00:00",6408.99
"2018-06-16 15:00:00",6359.58
"2018-06-16 16:00:00",6526.41
"2018-06-16 17:00:00",6527.31
"2018-06-16 18:00:00",6509.03
"2018-06-16 19:00:00",6496.21
"2018-06-16 20:00:00",6524.61
"2018-06-16 21:00:00",6526.71
"2018-06-16 22:00:00",6532.12
"2018-06-16 23:00:00",6487.36
"2018-06-17 00:00:00",6518.77
"2018-06-17 01:00:00",6519.24
"2018-06-17 02:00:00",6518.1
"2018-06-17 03:00:00",6534.57
"2018-06-17 04:00:00",6537.08
"2018-06-17 05:00:00",6510.04
"2018-06-17 06:00:00",6509.26
"2018-06-17 07:00:00",6528.53
"2018-06-17 08:00:00",6518.3
"2018-06-17 09:00:00",6527.65
"2018-06-17 10:00:00",6517.78
